Beds,State,County,Location
396,Pennsylvania,Beaver,"Beaver, Pennsylvania"
16,Nebraska,Polk,"Polk, Nebraska"
25,Nebraska,Red Willow,"Red Willow, Nebraska"
51,Nebraska,Platte,"Platte, Nebraska"
20,Nebraska,Butler,"Butler, Nebraska"
18,Nebraska,Burt,"Burt, Nebraska"
25,Nebraska,Dawes,"Dawes, Nebraska"
58,Nebraska,Dawson,"Dawson, Nebraska"
76,Pennsylvania,Adams,"Adams, Pennsylvania"
28,Minnesota,Rock,"Rock, Minnesota"
111,Pennsylvania,Clinton,"Clinton, Pennsylvania"
361,Pennsylvania,Schuylkill,"Schuylkill, Pennsylvania"
18,Nebraska,Keith,"Keith, Nebraska"
12,Nebraska,Kimball,"Kimball, Nebraska"
37,Nebraska,Antelope,"Antelope, Nebraska"
25,Nebraska,Washington,"Washington, Nebraska"
40,Nebraska,Pierce,"Pierce, Nebraska"
378,Ohio,Warren,"Warren, Ohio"
240,Ohio,Washington,"Washington, Ohio"
16,Nebraska,Saunders,"Saunders, Nebraska"
166,Nebraska,Scotts Bluff,"Scotts Bluff, Nebraska"
224,Pennsylvania,Somerset,"Somerset, Pennsylvania"
1937,Pennsylvania,Lehigh,"Lehigh, Pennsylvania"
484,Pennsylvania,Lebanon,"Lebanon, Pennsylvania"
316,Pennsylvania,Lawrence,"Lawrence, Pennsylvania"
1191,Pennsylvania,Lancaster,"Lancaster, Pennsylvania"
100,Pennsylvania,Huntingdon,"Huntingdon, Pennsylvania"
35,Mississippi,Covington,"Covington, Mississippi"
123,Pennsylvania,Mifflin,"Mifflin, Pennsylvania"
521,Pennsylvania,Mercer,"Mercer, Pennsylvania"
483,Maine,Androscoggin,"Androscoggin, Maine"
235,Pennsylvania,Monroe,"Monroe, Pennsylvania"
52,Indiana,Boone,"Boone, Indiana"
317,Indiana,Porter,"Porter, Indiana"
77,Pennsylvania,Greene,"Greene, Pennsylvania"
359,Massachusetts,Berkshire,"Berkshire, Massachusetts"
104,Pennsylvania,Susquehanna,"Susquehanna, Pennsylvania"
362,Pennsylvania,Northampton,"Northampton, Pennsylvania"
1266,Indiana,Vanderburgh,"Vanderburgh, Indiana"
541,Indiana,Vigo,"Vigo, Indiana"
50,Georgia,Gilmer,"Gilmer, Georgia"
558,Georgia,Clayton,"Clayton, Georgia"
1269,Maine,Cumberland,"Cumberland, Maine"
25,Mississippi,Noxubee,"Noxubee, Mississippi"
1374,Georgia,Muscogee,"Muscogee, Georgia"
49,Mississippi,Marion,"Marion, Mississippi"
50,Indiana,Lawrence,"Lawrence, Indiana"
267,Arizona,Cochise,"Cochise, Arizona"
25,Georgia,Lanier,"Lanier, Georgia"
74,Georgia,Greene,"Greene, Georgia"
172,South Dakota,Brown,"Brown, South Dakota"
25,Minnesota,Wabasha,"Wabasha, Minnesota"
50,South Dakota,Hughes,"Hughes, South Dakota"
299,Georgia,Paulding,"Paulding, Georgia"
294,Maine,York,"York, Maine"
99,Minnesota,Winona,"Winona, Minnesota"
242,South Dakota,Yankton,"Yankton, South Dakota"
67,South Dakota,Davison,"Davison, South Dakota"
81,South Dakota,Codington,"Codington, South Dakota"
25,Mississippi,Tippah,"Tippah, Mississippi"
89,Massachusetts,Franklin,"Franklin, Massachusetts"
280,Virginia,Montgomery,"Montgomery, Virginia"
184,Ohio,Wayne,"Wayne, Ohio"
25,Mississippi,Stone,"Stone, Mississippi"
1907,Minnesota,Ramsey,"Ramsey, Minnesota"
50,Maine,Piscataquis,"Piscataquis, Maine"
133,Minnesota,Otter Tail,"Otter Tail, Minnesota"
25,Minnesota,Lake,"Lake, Minnesota"
49,Minnesota,Koochiching,"Koochiching, Minnesota"
25,Minnesota,Traverse,"Traverse, Minnesota"
35,Minnesota,Pennington,"Pennington, Minnesota"
61,Minnesota,Chisago,"Chisago, Minnesota"
49,Minnesota,Kanabec,"Kanabec, Minnesota"
15,Minnesota,Kittson,"Kittson, Minnesota"
25,Minnesota,Roseau,"Roseau, Minnesota"
136,Minnesota,Kandiyohi,"Kandiyohi, Minnesota"
546,Minnesota,Anoka,"Anoka, Minnesota"
35,Minnesota,Meeker,"Meeker, Minnesota"
25,Minnesota,Aitkin,"Aitkin, Minnesota"
50,North Dakota,Stark,"Stark, North Dakota"
109,Minnesota,Carver,"Carver, Minnesota"
212,Minnesota,Crow Wing,"Crow Wing, Minnesota"
54,Minnesota,Sherburne,"Sherburne, Minnesota"
54,Minnesota,Stevens,"Stevens, Minnesota"
753,South Carolina,Horry,"Horry, South Carolina"
183,Minnesota,Washington,"Washington, Minnesota"
25,Minnesota,Wilkin,"Wilkin, Minnesota"
25,Minnesota,Redwood,"Redwood, Minnesota"
25,Maine,Waldo,"Waldo, Maine"
20,Minnesota,Sibley,"Sibley, Minnesota"
742,New York,Broome,"Broome, New York"
248,New York,Cattaraugus,"Cattaraugus, New York"
65,Maine,Franklin,"Franklin, Maine"
49,Minnesota,Rice,"Rice, Minnesota"
259,Minnesota,Dakota,"Dakota, Minnesota"
99,New York,Cayuga,"Cayuga, New York"
545,Oregon,Jackson,"Jackson, Oregon"
308,Oregon,Deschutes,"Deschutes, Oregon"
22,Oregon,Harney,"Harney, Oregon"
24,Oregon,Curry,"Curry, Oregon"
141,Oregon,Douglas,"Douglas, Oregon"
25,Idaho,Minidoka,"Minidoka, Idaho"
25,Idaho,Jerome,"Jerome, Idaho"
49,Oregon,Malheur,"Malheur, Oregon"
116,Virginia,Prince Edward,"Prince Edward, Virginia"
614,Virginia,Charlottesville,"Charlottesville, Virginia"
285,Virginia,Albemarle,"Albemarle, Virginia"
136,Oklahoma,Pottawatomie,"Pottawatomie, Oklahoma"
100,Virginia,Spotsylvania,"Spotsylvania, Virginia"
141,Virginia,Galax,"Galax, Virginia"
346,Virginia,Portsmouth,"Portsmouth, Virginia"
192,Virginia,Halifax,"Halifax, Virginia"
243,Virginia,Prince William,"Prince William, Virginia"
1400,Virginia,Norfolk,"Norfolk, Virginia"
1612,Virginia,Richmond City,"Richmond City, Virginia"
110,Virginia,Roanoke,"Roanoke, Virginia"
792,Virginia,Newport News,"Newport News, Virginia"
42,Oklahoma,Blaine,"Blaine, Oklahoma"
472,Virginia,Fredericksburg,"Fredericksburg, Virginia"
147,Virginia,Hopewell,"Hopewell, Virginia"
50,Virginia,Giles,"Giles, Virginia"
67,Virginia,Gloucester,"Gloucester, Virginia"
70,Virginia,Lee,"Lee, Virginia"
150,Virginia,Suffolk,"Suffolk, Virginia"
37,Virginia,Franklin,"Franklin, Virginia"
411,Virginia,Winchester,"Winchester, Virginia"
531,Oregon,Lane,"Lane, Oregon"
281,Ohio,Geauga,"Geauga, Ohio"
140,Oklahoma,Washington,"Washington, Oklahoma"
205,Virginia,Alleghany,"Alleghany, Virginia"
40,Virginia,Williamsburg,"Williamsburg, Virginia"
466,Virginia,Chesterfield,"Chesterfield, Virginia"
25,Vermont,Orange,"Orange, Vermont"
123,Vermont,Rutland,"Rutland, Vermont"
60,Vermont,Windsor,"Windsor, Vermont"
562,Vermont,Chittenden,"Chittenden, Vermont"
934,Virginia,Roanoke City,"Roanoke City, Virginia"
25,Ohio,Hardin,"Hardin, Ohio"
25,Washington,Jefferson,"Jefferson, Washington"
580,Washington,Clark,"Clark, Washington"
202,Washington,Cowlitz,"Cowlitz, Washington"
32,South Carolina,Hampton,"Hampton, South Carolina"
400,South Carolina,Greenwood,"Greenwood, South Carolina"
283,South Carolina,Sumter,"Sumter, South Carolina"
25,Ohio,Ottawa,"Ottawa, Ohio"
334,South Carolina,York,"York, South Carolina"
89,South Carolina,Clarendon,"Clarendon, South Carolina"
245,South Carolina,Aiken,"Aiken, South Carolina"
25,South Carolina,Allendale,"Allendale, South Carolina"
283,Pennsylvania,Fayette,"Fayette, Pennsylvania"
79,South Carolina,Dillon,"Dillon, South Carolina"
20,South Carolina,Lee,"Lee, South Carolina"
90,South Carolina,Newberry,"Newberry, South Carolina"
164,South Carolina,Pickens,"Pickens, South Carolina"
36,Tennessee,Haywood,"Haywood, Tennessee"
738,Virginia,Lynchburg,"Lynchburg, Virginia"
359,Rhode Island,Kent,"Kent, Rhode Island"
49,Georgia,Appling,"Appling, Georgia"
245,Wisconsin,Dodge,"Dodge, Wisconsin"
50,Virginia,Bedford City,"Bedford City, Virginia"
134,Virginia,Buchanan,"Buchanan, Virginia"
141,California,Mendocino,"Mendocino, California"
26,Alabama,Chilton,"Chilton, Alabama"
206,Montana,Silver Bow,"Silver Bow, Montana"
130,Kentucky,Madison,"Madison, Kentucky"
1018,Colorado,Arapahoe,"Arapahoe, Colorado"
250,Louisiana,Evangeline,"Evangeline, Louisiana"
96,Louisiana,Jefferson Davis,"Jefferson Davis, Louisiana"
2949,North Carolina,Mecklenburg,"Mecklenburg, North Carolina"
1855,North Carolina,Forsyth,"Forsyth, North Carolina"
389,Michigan,Bay,"Bay, Michigan"
988,Mississippi,Lauderdale,"Lauderdale, Mississippi"
248,Mississippi,Leflore,"Leflore, Mississippi"
1143,Alabama,Montgomery,"Montgomery, Alabama"
1573,New Jersey,Atlantic,"Atlantic, New Jersey"
251,West Virginia,Brooke,"Brooke, West Virginia"
1719,Michigan,Washtenaw,"Washtenaw, Michigan"
18,Nebraska,Johnson,"Johnson, Nebraska"
1189,Pennsylvania,Dauphin,"Dauphin, Pennsylvania"
253,Idaho,Twin Falls,"Twin Falls, Idaho"
4,Texas,Randall,"Randall, Texas"
1833,California,Kern,"Kern, California"
34,Georgia,Irwin,"Irwin, Georgia"
867,Mississippi,Harrison,"Harrison, Mississippi"
431,Ohio,Richland,"Richland, Ohio"
102,Alabama,Limestone,"Limestone, Alabama"
1511,Colorado,El Paso,"El Paso, Colorado"
1360,North Carolina,Durham,"Durham, North Carolina"
1354,Nebraska,Lancaster,"Lancaster, Nebraska"
933,Alabama,Tuscaloosa,"Tuscaloosa, Alabama"
21,Louisiana,Bienville,"Bienville, Louisiana"
2042,Florida,Volusia,"Volusia, Florida"
62,Arkansas,Miller,"Miller, Arkansas"
1322,Michigan,Macomb,"Macomb, Michigan"
1860,Michigan,Kent,"Kent, Michigan"
396,Mississippi,Warren,"Warren, Mississippi"
830,Ohio,Allen,"Allen, Ohio"
658,Pennsylvania,Cumberland,"Cumberland, Pennsylvania"
37,Louisiana,Red River,"Red River, Louisiana"
411,Indiana,Delaware,"Delaware, Indiana"
1169,Michigan,Genesee,"Genesee, Michigan"
545,Mississippi,Forrest,"Forrest, Mississippi"
2081,Mississippi,Rankin,"Rankin, Mississippi"
429,Ohio,Ashtabula,"Ashtabula, Ohio"
1522,New Jersey,Ocean,"Ocean, New Jersey"
3019,New Jersey,Bergen,"Bergen, New Jersey"
25,Illinois,Hamilton,"Hamilton, Illinois"
50,Illinois,Perry,"Perry, Illinois"
98,Illinois,Saline,"Saline, Illinois"
25,Illinois,Bureau,"Bureau, Illinois"
193,Oklahoma,Kay,"Kay, Oklahoma"
95,Illinois,Mcdonough,"Mcdonough, Illinois"
90,Oklahoma,Garvin,"Garvin, Oklahoma"
25,South Dakota,Spink,"Spink, South Dakota"
25,South Dakota,Beadle,"Beadle, South Dakota"
25,Illinois,Franklin,"Franklin, Illinois"
18,Illinois,Clay,"Clay, Illinois"
25,Illinois,Lawrence,"Lawrence, Illinois"
50,Illinois,Macoupin,"Macoupin, Illinois"
2016,Delaware,New Castle,"New Castle, Delaware"
25,Wyoming,Big Horn,"Big Horn, Wyoming"
630,Montana,Yellowstone,"Yellowstone, Montana"
25,Tennessee,Macon,"Macon, Tennessee"
74,Tennessee,Cocke,"Cocke, Tennessee"
157,Tennessee,Dickson,"Dickson, Tennessee"
53,Tennessee,Perry,"Perry, Tennessee"
247,Tennessee,Putnam,"Putnam, Tennessee"
126,Kansas,Butler,"Butler, Kansas"
223,Kansas,Reno,"Reno, Kansas"
61,Kansas,Bourbon,"Bourbon, Kansas"
132,Kansas,Finney,"Finney, Kansas"
109,Kansas,Ness,"Ness, Kansas"
71,Kansas,Logan,"Logan, Kansas"
67,Kansas,Labette,"Labette, Kansas"
44,Kansas,Franklin,"Franklin, Kansas"
70,Kansas,Gove,"Gove, Kansas"
25,Kansas,Stafford,"Stafford, Kansas"
76,Kansas,Sumner,"Sumner, Kansas"
74,Kansas,Jefferson,"Jefferson, Kansas"
357,Virgin Islands,Not Available,"Not Available, Virgin Islands"
75,Texas,San Patricio,"San Patricio, Texas"
87,Texas,Montague,"Montague, Texas"
40,Texas,Stephens,"Stephens, Texas"
48,Texas,Dimmit,"Dimmit, Texas"
25,Texas,Houston,"Houston, Texas"
162,Texas,Navarro,"Navarro, Texas"
21,Texas,Hartley,"Hartley, Texas"
96,Florida,Taylor,"Taylor, Florida"
16,Texas,Somervell,"Somervell, Texas"
67,Texas,Atascosa,"Atascosa, Texas"
22,Texas,Dawson,"Dawson, Texas"
110,Illinois,Fayette,"Fayette, Illinois"
20,Texas,Refugio,"Refugio, Texas"
48,Texas,Starr,"Starr, Texas"
711,Texas,Galveston,"Galveston, Texas"
25,Nebraska,Colfax,"Colfax, Nebraska"
49,Texas,Tyler,"Tyler, Texas"
75,Texas,Matagorda,"Matagorda, Texas"
35,Texas,Milam,"Milam, Texas"
446,Ohio,Scioto,"Scioto, Ohio"
238,Virginia,Rockingham,"Rockingham, Virginia"
25,Virginia,Shenandoah,"Shenandoah, Virginia"
88,Wyoming,Sheridan,"Sheridan, Wyoming"
228,New Mexico,Mckinley,"Mckinley, New Mexico"
25,Georgia,Screven,"Screven, Georgia"
25,Texas,Bailey,"Bailey, Texas"
20,Alabama,Greene,"Greene, Alabama"
4926,Alabama,Jefferson,"Jefferson, Alabama"
94,Alabama,Butler,"Butler, Alabama"
19,Iowa,Howard,"Howard, Iowa"
396,Idaho,Kootenai,"Kootenai, Idaho"
968,Illinois,Madison,"Madison, Illinois"
69,Colorado,Morgan,"Morgan, Colorado"
25,Colorado,Lake,"Lake, Colorado"
1780,California,Napa,"Napa, California"
42,Colorado,Kiowa,"Kiowa, Colorado"
62,California,Inyo,"Inyo, California"
458,California,Marin,"Marin, California"
246,California,Merced,"Merced, California"
25,Colorado,Prowers,"Prowers, Colorado"
268,California,Imperial,"Imperial, California"
1292,Colorado,Pueblo,"Pueblo, Colorado"
716,Colorado,Adams,"Adams, Colorado"
60,Georgia,Grady,"Grady, Georgia"
50,Georgia,Peach,"Peach, Georgia"
116,Georgia,Washington,"Washington, Georgia"
71,Georgia,Polk,"Polk, Georgia"
57,Georgia,Chattahoochee,"Chattahoochee, Georgia"
25,Georgia,Effingham,"Effingham, Georgia"
52,Georgia,Elbert,"Elbert, Georgia"
72,Georgia,Emanuel,"Emanuel, Georgia"
340,Georgia,Baldwin,"Baldwin, Georgia"
41,Georgia,Morgan,"Morgan, Georgia"
49,Georgia,Macon,"Macon, Georgia"
47,Georgia,Dooly,"Dooly, Georgia"
86,North Carolina,Pender,"Pender, North Carolina"
403,North Carolina,Nash,"Nash, North Carolina"
59,Louisiana,St. Charles,"St. Charles, Louisiana"
159,Louisiana,Lincoln,"Lincoln, Louisiana"
43,Louisiana,Franklin,"Franklin, Louisiana"
22,Louisiana,West Feliciana,"West Feliciana, Louisiana"
44,Louisiana,Sabine,"Sabine, Louisiana"
59,Louisiana,Livingston,"Livingston, Louisiana"
59,Louisiana,Acadia,"Acadia, Louisiana"
619,Wisconsin,Wood,"Wood, Wisconsin"
87,California,Plumas,"Plumas, California"
501,North Carolina,Iredell,"Iredell, North Carolina"
769,North Carolina,New Hanover,"New Hanover, North Carolina"
45,Louisiana,Washington,"Washington, Louisiana"
25,Georgia,Bleckley,"Bleckley, Georgia"
282,Georgia,Whitfield,"Whitfield, Georgia"
276,Georgia,Houston,"Houston, Georgia"
557,Georgia,Hall,"Hall, Georgia"
265,Georgia,Henry,"Henry, Georgia"
192,Georgia,Walton,"Walton, Georgia"
94,Georgia,Dodge,"Dodge, Georgia"
25,Georgia,Clinch,"Clinch, Georgia"
160,Georgia,Spalding,"Spalding, Georgia"
401,Georgia,Glynn,"Glynn, Georgia"
49,Georgia,Pulaski,"Pulaski, Georgia"
88,Georgia,Wayne,"Wayne, Georgia"
57,Georgia,Toombs,"Toombs, Georgia"
149,Wisconsin,Taylor,"Taylor, Wisconsin"
276,Georgia,Troup,"Troup, Georgia"
368,Georgia,Laurens,"Laurens, Georgia"
76,California,Tehama,"Tehama, California"
300,Colorado,Weld,"Weld, Colorado"
700,Colorado,Boulder,"Boulder, Colorado"
52,California,Amador,"Amador, California"
173,California,Yuba,"Yuba, California"
49,California,Del Norte,"Del Norte, California"
152,California,Tuolumne,"Tuolumne, California"
48,California,Calaveras,"Calaveras, California"
240,California,El Dorado,"El Dorado, California"
48,California,Colusa,"Colusa, California"
460,Colorado,Mesa,"Mesa, Colorado"
47,California,Glenn,"Glenn, California"
61,California,Siskiyou,"Siskiyou, California"
25,Georgia,Wheeler,"Wheeler, Georgia"
80,Georgia,Gordon,"Gordon, Georgia"
79,Georgia,Cherokee,"Cherokee, Georgia"
187,Georgia,Forsyth,"Forsyth, Georgia"
65,Georgia,Seminole,"Seminole, Georgia"
25,Georgia,Worth,"Worth, Georgia"
192,Georgia,Douglas,"Douglas, Georgia"
25,Louisiana,Madison,"Madison, Louisiana"
25,Louisiana,St. Helena,"St. Helena, Louisiana"
196,Louisiana,Webster,"Webster, Louisiana"
90,Wisconsin,Barron,"Barron, Wisconsin"
25,Wisconsin,Burnett,"Burnett, Wisconsin"
35,Wisconsin,Ashland,"Ashland, Wisconsin"
218,Wisconsin,Chippewa,"Chippewa, Wisconsin"
661,Wisconsin,Eau Claire,"Eau Claire, Wisconsin"
95,Wisconsin,Green,"Green, Wisconsin"
517,Wisconsin,Kenosha,"Kenosha, Wisconsin"
656,Wisconsin,La Crosse,"La Crosse, Wisconsin"
99,Wisconsin,Marinette,"Marinette, Wisconsin"
25,Wisconsin,Dunn,"Dunn, Wisconsin"
172,Wisconsin,Oneida,"Oneida, Wisconsin"
517,Wisconsin,Outagamie,"Outagamie, Wisconsin"
134,Wisconsin,Walworth,"Walworth, Wisconsin"
141,Wisconsin,Washington,"Washington, Wisconsin"
25,Wisconsin,Waupaca,"Waupaca, Wisconsin"
35,Wisconsin,Oconto,"Oconto, Wisconsin"
806,Florida,Manatee,"Manatee, Florida"
25,Kansas,Atchison,"Atchison, Kansas"
25,Kansas,Neosho,"Neosho, Kansas"
25,Kansas,Morris,"Morris, Kansas"
146,Kansas,Crawford,"Crawford, Kansas"
50,Kansas,Harper,"Harper, Kansas"
25,Kansas,Graham,"Graham, Kansas"
92,Kansas,Geary,"Geary, Kansas"
130,Kansas,Leavenworth,"Leavenworth, Kansas"
93,Kansas,Barber,"Barber, Kansas"
52,Kansas,Marion,"Marion, Kansas"
36,Kansas,Rush,"Rush, Kansas"
631,Arkansas,Craighead,"Craighead, Arkansas"
32,Arkansas,Pike,"Pike, Arkansas"
268,Arkansas,Baxter,"Baxter, Arkansas"
25,Arkansas,Fulton,"Fulton, Arkansas"
170,Arkansas,Pope,"Pope, Arkansas"
129,Arkansas,Greene,"Greene, Arkansas"
199,Arkansas,Independence,"Independence, Arkansas"
335,Arkansas,Benton,"Benton, Arkansas"
42,Kentucky,Clinton,"Clinton, Kentucky"
35,Kentucky,Green,"Green, Kentucky"
18,Kentucky,Nicholas,"Nicholas, Kentucky"
25,Kentucky,Owen,"Owen, Kentucky"
89,Maryland,Charles,"Charles, Maryland"
620,Florida,Hernando,"Hernando, Florida"
943,Florida,Lake,"Lake, Florida"
25,Iowa,Emmet,"Emmet, Iowa"
25,Iowa,Floyd,"Floyd, Iowa"
823,Florida,Charlotte,"Charlotte, Florida"
1793,Florida,Polk,"Polk, Florida"
279,Iowa,Story,"Story, Iowa"
200,Iowa,Webster,"Webster, Iowa"
50,Iowa,Marion,"Marion, Iowa"
25,Idaho,Caribou,"Caribou, Idaho"
25,Idaho,Elmore,"Elmore, Idaho"
54,Kansas,Cherokee,"Cherokee, Kansas"
25,Kansas,Cloud,"Cloud, Kansas"
25,Kansas,Ellsworth,"Ellsworth, Kansas"
50,Kansas,Brown,"Brown, Kansas"
100,Kansas,Stevens,"Stevens, Kansas"
14,Kansas,Lincoln,"Lincoln, Kansas"
37,Kansas,Wichita,"Wichita, Kansas"
25,Kansas,Kingman,"Kingman, Kansas"
35,Arkansas,Sevier,"Sevier, Arkansas"
25,Arkansas,Van Buren,"Van Buren, Arkansas"
244,Arkansas,Saline,"Saline, Arkansas"
33,Arkansas,Ashley,"Ashley, Arkansas"
193,Arkansas,Mississippi,"Mississippi, Arkansas"
25,Arkansas,Howard,"Howard, Arkansas"
25,Arkansas,Little River,"Little River, Arkansas"
78,Colorado,Otero,"Otero, Colorado"
70,Kentucky,Fulton,"Fulton, Kentucky"
25,Kentucky,Ohio,"Ohio, Kentucky"
255,Maryland,Harford,"Harford, Maryland"
89,Maryland,Somerset,"Somerset, Maryland"
416,Maryland,Wicomico,"Wicomico, Maryland"
148,Michigan,Montcalm,"Montcalm, Michigan"
25,Michigan,Arenac,"Arenac, Michigan"
15,Michigan,Mackinac,"Mackinac, Michigan"
113,Michigan,Lenawee,"Lenawee, Michigan"
49,Michigan,Iosco,"Iosco, Michigan"
311,Michigan,Ottawa,"Ottawa, Michigan"
96,Michigan,Branch,"Branch, Michigan"
25,Michigan,Cass,"Cass, Michigan"
107,Michigan,Shiawassee,"Shiawassee, Michigan"
50,Michigan,Tuscola,"Tuscola, Michigan"
178,Michigan,Emmet,"Emmet, Michigan"
84,Mississippi,Chickasaw,"Chickasaw, Mississippi"
25,Michigan,Iron,"Iron, Michigan"
289,Michigan,Marquette,"Marquette, Michigan"
68,Michigan,Allegan,"Allegan, Michigan"
16,Minnesota,Cook,"Cook, Minnesota"
127,Minnesota,Douglas,"Douglas, Minnesota"
70,Minnesota,Pine,"Pine, Minnesota"
32,Minnesota,Marshall,"Marshall, Minnesota"
26,Minnesota,Penninton,"Penninton, Minnesota"
48,Minnesota,Nobles,"Nobles, Minnesota"
26,Minnesota,Cottonwood,"Cottonwood, Minnesota"
366,Missouri,Jasper,"Jasper, Missouri"
140,Missouri,Vernon,"Vernon, Missouri"
393,Missouri,Buchanan,"Buchanan, Missouri"
4928,Missouri,St. Louis,"St. Louis, Missouri"
70,Missouri,Cooper,"Cooper, Missouri"
1402,Missouri,Greene,"Greene, Missouri"
25,Missouri,Macon,"Macon, Missouri"
59,Missouri,St. Clair,"St. Clair, Missouri"
97,Missouri,Henry,"Henry, Missouri"
905,Missouri,Clay,"Clay, Missouri"
96,Mississippi,Oktibbeha,"Oktibbeha, Mississippi"
179,Mississippi,Pearl River,"Pearl River, Mississippi"
514,Mississippi,Desoto,"Desoto, Mississippi"
25,Mississippi,Franklin,"Franklin, Mississippi"
48,Mississippi,George,"George, Mississippi"
32,Mississippi,Claiborne,"Claiborne, Mississippi"
25,Mississippi,Yazoo,"Yazoo, Mississippi"
48,Mississippi,Neshoba,"Neshoba, Mississippi"
48,Mississippi,Tishomingo,"Tishomingo, Mississippi"
80,Mississippi,Wayne,"Wayne, Mississippi"
363,Mississippi,Washington,"Washington, Mississippi"
25,Mississippi,Pontotoc,"Pontotoc, Mississippi"
60,Mississippi,Scott,"Scott, Mississippi"
35,Mississippi,Jefferson Davis,"Jefferson Davis, Mississippi"
55,Mississippi,Newton,"Newton, Mississippi"
156,Mississippi,Grenada,"Grenada, Mississippi"
76,Mississippi,Tate,"Tate, Mississippi"
280,Mississippi,Adams,"Adams, Mississippi"
315,Mississippi,Lowndes,"Lowndes, Mississippi"
571,Mississippi,Jackson,"Jackson, Mississippi"
50,Mississippi,Choctaw,"Choctaw, Mississippi"
50,Mississippi,Wilkinson,"Wilkinson, Mississippi"
40,Montana,Fallon,"Fallon, Montana"
13,Montana,Glacier,"Glacier, Montana"
31,Montana,Carter,"Carter, Montana"
37,Montana,Ravalli,"Ravalli, Montana"
45,Montana,Roosevelt,"Roosevelt, Montana"
24,Montana,Garfield,"Garfield, Montana"
44,Montana,Broadwater,"Broadwater, Montana"
20,Montana,Madison,"Madison, Montana"
25,Montana,Meagher,"Meagher, Montana"
25,Montana,Liberty,"Liberty, Montana"
303,North Carolina,Beaufort,"Beaufort, North Carolina"
446,North Carolina,Burke,"Burke, North Carolina"
117,North Carolina,Edgecombe,"Edgecombe, North Carolina"
167,North Carolina,Harnett,"Harnett, North Carolina"
306,North Carolina,Halifax,"Halifax, North Carolina"
1781,North Carolina,Wake,"Wake, North Carolina"
135,North Carolina,Carteret,"Carteret, North Carolina"
613,North Carolina,Catawba,"Catawba, North Carolina"
143,North Carolina,Rutherford,"Rutherford, North Carolina"
146,North Carolina,Sampson,"Sampson, North Carolina"
110,North Carolina,Caldwell,"Caldwell, North Carolina"
131,North Carolina,Davie,"Davie, North Carolina"
666,North Carolina,Cumberland,"Cumberland, North Carolina"
243,North Carolina,Davidson,"Davidson, North Carolina"
350,North Carolina,Craven,"Craven, North Carolina"
76,North Carolina,Swain,"Swain, North Carolina"
109,North Carolina,Stanly,"Stanly, North Carolina"
47,North Dakota,Mclean,"Mclean, North Dakota"
641,North Dakota,Grand Forks,"Grand Forks, North Dakota"
15,North Dakota,Divide,"Divide, North Dakota"
25,North Dakota,Ransom,"Ransom, North Dakota"
28,North Dakota,Walsh,"Walsh, North Dakota"
19,North Dakota,Nelson,"Nelson, North Dakota"
322,Nebraska,Buffalo,"Buffalo, Nebraska"
20,Nebraska,Fillmore,"Fillmore, Nebraska"
54,Nebraska,Otoe,"Otoe, Nebraska"
100,Florida,Okeechobee,"Okeechobee, Florida"
25,Ohio,Adams,"Adams, Ohio"
4229,Florida,Pinellas,"Pinellas, Florida"
323,Florida,Highlands,"Highlands, Florida"
25,Florida,Hendry,"Hendry, Florida"
965,Florida,Seminole,"Seminole, Florida"
2240,Florida,Lee,"Lee, Florida"
1768,Florida,Brevard,"Brevard, Florida"
332,Florida,Citrus,"Citrus, Florida"
148,Florida,Monroe,"Monroe, Florida"
590,Alabama,Calhoun,"Calhoun, Alabama"
45,Alabama,Clay,"Clay, Alabama"
56,Alabama,Pickens,"Pickens, Alabama"
140,Ohio,Auglaize,"Auglaize, Ohio"
47,Iowa,Palo Alto,"Palo Alto, Iowa"
148,Ohio,Clermont,"Clermont, Ohio"
351,Ohio,Columbiana,"Columbiana, Ohio"
40,Alabama,Blount,"Blount, Alabama"
85,Alabama,Autauga,"Autauga, Alabama"
175,Alabama,Dallas,"Dallas, Alabama"
33,Alabama,Sumter,"Sumter, Alabama"
25,Iowa,Monona,"Monona, Iowa"
248,Wyoming,Fremont,"Fremont, Wyoming"
25,Wyoming,Johnson,"Johnson, Wyoming"
50,Wyoming,Park,"Park, Wyoming"
104,Ohio,Defiance,"Defiance, Ohio"
48,Wyoming,Teton,"Teton, Wyoming"
377,Wyoming,Natrona,"Natrona, Wyoming"
830,Iowa,Woodbury,"Woodbury, Iowa"
229,New Mexico,Chaves,"Chaves, New Mexico"
39,Utah,Uintah,"Uintah, Utah"
1193,Iowa,Scott,"Scott, Iowa"
25,Iowa,Lucas,"Lucas, Iowa"
123,Indiana,Dubois,"Dubois, Indiana"
88,Indiana,Kosciusko,"Kosciusko, Indiana"
275,Indiana,Johnson,"Johnson, Indiana"
14,South Dakota,Bennett,"Bennett, South Dakota"
11,South Dakota,Hand,"Hand, South Dakota"
14,Nebraska,Dundy,"Dundy, Nebraska"
24,Nebraska,Richardson,"Richardson, Nebraska"
22,Nebraska,Chase,"Chase, Nebraska"
156,Pennsylvania,Clarion,"Clarion, Pennsylvania"
25,Nebraska,Wayne,"Wayne, Nebraska"
59,Pennsylvania,Potter,"Potter, Pennsylvania"
310,Pennsylvania,Clearfield,"Clearfield, Pennsylvania"
43,Nebraska,Saline,"Saline, Nebraska"
